experiment_name,experiment_type,experiment_subtype,train_dataset_name,train_task_number,train_task_name,task_name,Accuracy,F1 Score,Precision,Recall
mert95m_l2p_cl_vocalsetsinger_scenario1,CL,L2P,VocalSetSinger,3,female7-female8-male7-male8,female1-female2-male1-male2-female3-female4-male3-male4-female5-female6-male5-male6-female7-female8-male7-male8,0.25,0.25,0.25,0.25
mert95m_l2p_cl_vocalsetsinger_scenario1,CL,L2P,VocalSetSinger,4,female9-male9-male10-male11,female1-female2-male1-male2-female3-female4-male3-male4-female5-female6-male5-male6-female7-female8-male7-male8-female9-male9-male10-male11,0.1986111104488372,0.1986111104488372,0.1986111104488372,0.1986111104488372
mert95m_l2p_cl_vocalsetsinger_scenario2,CL,L2P,VocalSetSinger,0,female9-male3-female3-female1,female9-male3-female3-female1,0.9724137783050536,0.9724137783050536,0.9724137783050536,0.9724137783050536
mert95m_l2p_cl_vocalsetsinger_scenario2,CL,L2P,VocalSetSinger,1,female8-male1-male9-female5,female9-male3-female3-female1-female8-male1-male9-female5,0.4982698857784271,0.4982698857784271,0.4982698857784271,0.4982698857784271
mert95m_l2p_cl_vocalsetsinger_scenario2,CL,L2P,VocalSetSinger,2,female2-male8-female6-male6,female9-male3-female3-female1-female8-male1-male9-female5-female2-male8-female6-male6,0.3371559679508209,0.3371559679508209,0.3371559679508209,0.3371559679508209
mert95m_l2p_cl_vocalsetsinger_scenario2,CL,L2P,VocalSetSinger,3,male7-male4-male2-female7,female9-male3-female3-female1-female8-male1-male9-female5-female2-male8-female6-male6-male7-male4-male2-female7,0.2461273670196533,0.2461273670196533,0.2461273670196533,0.2461273670196533
mert95m_l2p_cl_vocalsetsinger_scenario2,CL,L2P,VocalSetSinger,4,male10-female4-male5-male11,female9-male3-female3-female1-female8-male1-male9-female5-female2-male8-female6-male6-male7-male4-male2-female7-male10-female4-male5-male11,0.1916666626930236,0.1916666626930236,0.1916666626930236,0.1916666626930236
mert95m_l2p_cl_vocalsetsinger_scenario3,CL,L2P,VocalSetSinger,0,female8-male7-male8-female1,female8-male7-male8-female1,1.0,1.0,1.0,1.0
mert95m_l2p_cl_vocalsetsinger_scenario3,CL,L2P,VocalSetSinger,1,male10-female7-male6-male1,female8-male7-male8-female1-male10-female7-male6-male1,0.4982698857784271,0.4982698857784271,0.4982698857784271,0.4982698857784271
mert95m_l2p_cl_vocalsetsinger_scenario3,CL,L2P,VocalSetSinger,2,female9-female5-male9-female4,female8-male7-male8-female1-male10-female7-male6-male1-female9-female5-male9-female4,0.3200934529304504,0.3200934529304504,0.3200934529304504,0.3200934529304504
mert95m_l2p_cl_vocalsetsinger_scenario3,CL,L2P,VocalSetSinger,3,female3-male4-male5-female6,female8-male7-male8-female1-male10-female7-male6-male1-female9-female5-male9-female4-female3-male4-male5-female6,0.2526132464408874,0.2526132464408874,0.2526132464408874,0.2526132464408874
mert95m_l2p_cl_vocalsetsinger_scenario3,CL,L2P,VocalSetSinger,4,male11-female2-male2-male3,female8-male7-male8-female1-male10-female7-male6-male1-female9-female5-male9-female4-female3-male4-male5-female6-male11-female2-male2-male3,0.2027777731418609,0.2027777731418609,0.2027777731418609,0.2027777731418609

mert95m_l2center_cl_vocalsetsinger_scenario1,CL,L2Center,VocalSetSinger,0,female1-female2-male1-male2,female1-female2-male1-male2,0.7534246444702148,0.7534246444702148,0.7534246444702148,0.7534246444702148
mert95m_l2center_cl_vocalsetsinger_scenario1,CL,L2Center,VocalSetSinger,1,female3-female4-male3-male4,female1-female2-male1-male2-female3-female4-male3-male4,0.6608391404151917,0.6608391404151917,0.6608391404151917,0.6608391404151917
